"Unnamed..0","Objektart","Name","Link","Address","image_url"
85,"StadionArena","Schweizer Allee","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Schweizer Allee 29a, Dortmund","https://www.dortmund.de/media/bilder/kopfpanoramen/kopfpanoramenklein/sport_laufen_PanoramaKlein.jpg"
86,"StadionArena","Haferfeldstr.","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Haferfeldstraße nan, Dortmund","https://www.dortmund.de/media/bilder/kopfpanoramen/kopfpanoramenklein/sport_laufen_PanoramaKlein.jpg"
87,"StadionArena","Winkelriedweg","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Winkelriedweg nan, Dortmund","https://www.dortmund.de/media/bilder/kopfpanoramen/kopfpanoramenklein/sport_laufen_PanoramaKlein.jpg"
88,"StadionArena","Benninghofen/Hüttenhospitalstr.","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Hüttenhospitalstraße 5, Dortmund","https://www.dortmund.de/media/bilder/kopfpanoramen/kopfpanoramenklein/sport_laufen_PanoramaKlein.jpg"
89,"Tennis","Grüningsweg","http://www.tc-g.de/cms2/index.php/home","Grüningsweg 102, Dortmund","https://www.tc-g.de/cms2/images/tcg-wp/Clubhaus01-1024x341.jpg"
90,"Tennis","Tennisanlage Technische Universität Dortmund","","Otto-Hahn-Straße nan, Dortmund",""
91,"Tennis","Huckarder Tennis Club","http://www.huckarder-tennisclub.de/","Arthur-Beringer-Straße 35, Dortmund","https://image.jimcdn.com/app/cms/image/transf/dimension=440x1024:format=jpg/path/s75e005afedb992cc/image/ia11225bee04bcb5a/version/1552050949/image.jpg"
92,"MountainbikeArena","Mountainbike-Strecke (Kley)","https://www.dortmund.de/de/leben_in_dortmund/familie_und_soziales/buero_fuer_kinderinteressen/sportanlagen_1/index.html","Kleybredde nan, Dortmund","https://lh3.googleusercontent.com/p/AF1QipOVgzqYoyFdrQj_0mRC1_263plV8uc4xFs1r6mC=s680-w680-h510"
93,"StadionArena","Kruckeler Str./Rüdinghauser Str.","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","","https://www.dortmund.de/media/bilder/kopfpanoramen/kopfpanoramenklein/sport_laufen_PanoramaKlein.jpg"
94,"Golf","Dortmunder Goldclub e.V.","https://dortmunder-golfclub.de/","Reichsmarkstraße 12, Dortmund","https://dortmunder-golfclub.de/wp-content/uploads/sb-instagram-feed-images/332951696_567586132094330_7559140703931219152_n.webpfull.jpg"
95,"StadionArena","Derner Str.","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Derner Straße 423a, Dortmund","https://www.dortmund.de/media/bilder/kopfpanoramen/kopfpanoramenklein/sport_laufen_PanoramaKlein.jpg"
96,"Tennis","Tennis-Club Kirchhörde","https://www.tennisclubkirchhoerde.de/","Hellerstraße 115, Dortmund","https://www.tennisclubkirchhoerde.de/wp-content/uploads/slider1.jpg"
97,"Tennis","TuS Kruckel","https://tuskruckel1910.de/tennis-2/","Rüdinghauser Straße 15, Dortmund","https://tuskruckel1910.de/wp-content/uploads/2023/02/tennis.png"
98,"Tennis","TuS Westfalia Hombruch","https://www.westfaliahombruch.de/tennis/tennishalle/","Kieferstraße 34, Dortmund","https://image.jimcdn.com/app/cms/image/transf/dimension=710x10000:format=jpg/path/s9510e5d5284a021d/image/iad52508021ebdda4/version/1435084308/image.jpg"
99,"StadionArena","Derner Straße","","Derner Straße 423A, Dortmund",""
100,"Tennis","Sanderoth","","Sanderoth 9, Dortmund",""
101,"MountainbikeArena","Mountainbike-Arena (Deusenberg)","","Lindberghstraße nan, Dortmund","https://lh3.googleusercontent.com/p/AF1QipOraEZ-gMnLjnmdFWgrwB2kQRsUp743IqwP1rbF=s680-w680-h510"
102,"Sportanlage","Helmut-Körnig-Halle","","Strobelallee 40, Dortmund",""
103,"Golf","GolfRange GmbH","https://dortmund.golfrange.de/startseite.html","Rennweg nan, Dortmund","https://dortmund.golfrange.de/fileadmin/_processed_/csm_gr-bodenfrost-banner_ad1cd4c086.jpg"
104,"Skateanlage","Innenstadt-West","https://www.dortmund.de/de/leben_in_dortmund/familie_und_soziales/buero_fuer_kinderinteressen/sportanlagen_1/index.html","","https://www.dortmund.de/media/p/dietrich_keuning_haus__dkh_/dkh_1/skatepark_PanoramaKlein.jpg"
105,"StadionArena","Probstheidastr.","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Probstheidastraße 13, Dortmund",""
106,"StadionArena","Ramhofstraße","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Ramhofstraße 1, Dortmund",""
107,"Tennis","Hörder Tennis-Club","https://www.hoerder-tennisclub.de/","Eichsfeld 9, Dortmund","https://www.hoerder-tennisclub.de/index_files/stacks-image-486fa06.jpg"
108,"StadionArena","Idastr.","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Idastraße 9a, Dortmund",""
109,"Tennis","TG Westfalia","http://www.tg-westfalia.de/","Kirchderner Straße 35, Dortmund",""
110,"Skateanlage","Lütgendortmund","","Im I. Westfeld nan, Dortmund","https://www.dortmund.de/media/p/dietrich_keuning_haus__dkh_/dkh_1/skatepark_PanoramaKlein.jpg"
111,"Golf","Golfclub Royal St. Barbara´s","http://www.royal-dortmund-gc.de/","Saint-Barbara-Allee 18, Dortmund","https://www.royal-dortmund-gc.de/sites/default/files/styles/slideshow/public/slideshow/2019-07/slider_Green-Bahn7.jpg?itok=g2bGy9BX"
112,"Skateanlage","Holzen","https://www.dortmund.de/de/leben_in_dortmund/familie_und_soziales/buero_fuer_kinderinteressen/sportanlagen_1/index.html","Kreisstraße nan, Dortmund","https://www.dortmund.de/media/p/dietrich_keuning_haus__dkh_/dkh_1/skatepark_PanoramaKlein.jpg"
113,"Tennis","TC Berghofen","https://www.tcberghofen.de/","Rubinstraße 32, Dortmund",""
114,"StadionArena","Sportplatz Technische Universität Dortmund","","Otto-Hahn-Straße nan, Dortmund",""
115,"StadionArena","Fränkischer Friedhof","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Fränkischer Friedhof 2, Dortmund",""
116,"StadionArena","Grüningsweg","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Grüningsweg 42, Dortmund",""
117,"Skateanlage","Aplerbeck","https://www.dortmund.de/de/leben_in_dortmund/familie_und_soziales/buero_fuer_kinderinteressen/sportanlagen_1/index.html","Schweizer Allee nan, Dortmund","https://www.dortmund.de/media/p/dietrich_keuning_haus__dkh_/dkh_1/skatepark_PanoramaKlein.jpg"
118,"StadionArena","Hahnenmühlenweg","http://www.bcsportfreunde06.de/","Hahnenmühlenweg 89, Dortmund","http://www.bcsportfreunde06.de/s/img/emotionheader.jpg?1534767481.920px.240px"
119,"StadionArena","Gretelweg","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Gretelweg 17, Dortmund",""
120,"Tennis","TSC Hansa","http://www.tsc-hansa.de/","Baststraße 10, Dortmund","http://tsc-hansa.de/wp-content/uploads/2018/11/cropped-IMG_3014-2.jpg"
121,"StadionArena","Hinter Holtein","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Hinter Holtein 101, Dortmund",""
122,"Tennis","THC Blau-Weiss","https://www.ssb-do.de/?id=4047","Volksgartenstraße 57, Dortmund",""
123,"Tennis","Tennisclub Brackel","http://www.tc-brackel.de/","Oberste-Wilms-Straße 8, Dortmund","http://www.tc-brackel.de/images/banners/Platz1+Halle.jpg"
124,"StadionArena","Limbecker Str./Evastr.","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Limbecker Straße 70, Dortmund",""
125,"StadionArena","Hallesche Str./Hannöversche Str.","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Hallesche Straße 76, Dortmund",""
126,"Tennis","Kortental","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Kortental 7, Dortmund",""
127,"StadionArena","Lichtendorfer Str.","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Lichtendorfer Straße 143a, Dortmund",""
128,"StadionArena","Jasminstr./Rosengarten","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Jasminstraße 65, Dortmund",""
129,"Radrennbahn","Radrundbahn -Niere-","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Steinklippenweg nan, Dortmund",""
130,"Tennis","Gürtlerstraße","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Gürtlerstraße 5, Dortmund",""
131,"StadionArena","Heinrich-Pieper-Str.","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Heinrich-Pieper-Straße 2, Dortmund",""
132,"StadionArena","Goystadion mit Nebenplätzen","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Am Bruchheck 47, Dortmund",""
133,"StadionArena","Victor-Toyka-Str.","http://www.dortmund.de/de/leben_in_dortmund/sport/sportanlagen/sportanlagen.html","Victor-Toyka-Straße 6, Dortmund",""
134,"Tennis","Johannes-Gronowski-Straße","http://www.dtkrw.de/","Johannes-Gronowski-Straße 20, Dortmund","https://dtkrw.de/wp-content/uploads/2016/08/img_3088-1000x430.jpg"
