Unnamed: 0,Objektart,Name,Link,Address
28,Veranstaltungshalle,Westfalenhallen Dortmund Verwaltungsgebäude,,"Strobelallee  45, Dortmund"
29,Veranstaltungshalle,Westfalenhallen 3B-8,,"Rheinlanddamm  200, Dortmund"
30,Veranstaltungshalle,Westfalenhalle 1-3,,"Rheinlanddamm  200, Dortmund"
31,KultureinrichtungSonstiges,Kulturzentrum balou e.V.,https://www.balou-dortmund.de/,"Oberdorfstraße 23, Dortmund"
32,KultureinrichtungSonstiges,Dortmunder U - Zentrum für Kunst und Kreativität,http://www.dortmunder-u.de/,"Leonie-Reygers-Terrasse 2, Dortmund"
33,KultureinrichtungSonstiges,Musik und Kulturzentrum MUK,https://www.muk-do.de/,"Güntherstraße 65, Dortmund"
34,KultureinrichtungSonstiges,Freizeitzentrum West (FZW),https://www.fzw.de/,"Ritterstraße 20, Dortmund"
35,KultureinrichtungSonstiges,WDR Studio Dortmund,,"Mommsenweg 5, Dortmund"
36,Theater,Roto Theater Dortmund,http://www.rototheater.de,"Gneisenaustraße 30, Dortmund"
0,Hallenbad,Südbad - Innenstadt,http://www.dortmund.de/de/leben_in_dortmund/sport/schwimmbaeder/suedbad/index.html,"Ruhrallee 30, Dortmund"
1,Hallenbad,Westbad - Westl. Innenstadt,http://www.dortmund.de/de/leben_in_dortmund/sport/schwimmbaeder/westbad/index.html,"Kortental 15, Dortmund"
2,Hallenbad,Nordbad - Nördl. Innenstadt,http://www.dortmund.de/de/leben_in_dortmund/sport/schwimmbaeder/nordbad/index.html,"Leopoldstraße 50-58, Dortmund"
3,Hallenbad,Die Welle - Scharnhorst,http://www.sv-derne.de,"Gleiwitzstraße 279a, Dortmund"
4,Hallenbad,Hörde,http://www.ssc-hoerde.de/,"Eichsfeld 5, Dortmund"
5,Hallenbad,Aplerbeck,http://www.dortmund.de/de/leben_in_dortmund/sport/schwimmbaeder/hallenbad_aplerbeck/index.html,"Diakon-Koch-Weg 6, Dortmund"
6,Hallenbad,Eving,http://www.hallenbad-eving.de,"Württemberger Straße 2, Dortmund"
7,Hallenbad,Hombruch,,"Deutsch-Luxemburger Straße 63, Dortmund"
8,Hallenbad,Lütgendortmund,,"Volksgartenstraße 80, Dortmund"
9,Hallenbad,Brackel,,"Oesterstraße 68, Dortmund"
10,Hallenbad,Mengede,,"Neumarkstraße 40, Dortmund"
11,Freibad,Hardenberg,,"Badweg 30, Dortmund"
12,Freibad,Volkspark,,"Schwimmweg 2, Dortmund"
13,Freibad,Froschloch,,"Löttringhauser Straße 103, Dortmund"
14,Freibad,Stockheide,,"Brackeler Straße 100, Dortmund"
15,Freibad,Wellinghofen,,"Hopmanns Mühlenweg 1, Dortmund"
16,Freibad,Solebad Revierpark Wischlingen,https://www.wischlingen.de/,"Höfkerstraße 12, Dortmund"
0,SeilgartenKlettergarten,Hochseilgarten Tree2Tree,http://www.tree2tree.de/de/hochseilgarten/hochseilgarten-dortmund.html,"Wischlinger Weg nan, Dortmund"
1,Tennis,Deusener Straße,http://www.tc-deusen.de/,"Deusener Straße 220, Dortmund"
2,Tennis,Strobelallee,http://www.tennisclub-eintracht.de/,"Strobelallee 85, Dortmund"
